id,route,warehouse,delivery_time,delay_minutes,delay_reason,date
491,Route A,WH1,6.2,69,Traffic,2023-03-30
492,Route A,WH4,3.3,0,,2023-03-30
493,Route D,WH2,6.7,0,,2023-03-30
494,Route E,WH1,4.9,0,,2023-03-30
495,Route D,WH2,4.1,105,Staff Shortage,2023-03-30
496,Route E,WH3,5.6,113,Weather,2023-03-31
497,Route E,WH3,5.1,114,Traffic,2023-03-31
498,Route D,WH4,5.9,83,Accident,2023-03-31
499,Route B,WH4,7.7,0,,2023-03-31
500,Route E,WH4,5.6,0,,2023-03-31
501,Route C,WH2,3.0,13,Accident,2023-03-31
502,Route B,WH1,5.7,94,Weather,2023-03-31
503,Route B,WH4,5.8,61,Mechanical Issue,2023-04-01
504,Route C,WH3,4.1,0,,2023-04-01
505,Route E,WH3,3.7,113,Traffic,2023-04-01
506,Route B,WH1,6.6,98,Weather,2023-04-02
507,Route A,WH3,7.7,9,Accident,2023-04-02
508,Route A,WH3,5.0,41,Traffic,2023-04-02
509,Route B,WH1,5.8,35,Mechanical Issue,2023-04-02
510,Route C,WH2,7.3,7,Traffic,2023-04-03
511,Route D,WH2,4.5,38,Staff Shortage,2023-04-03
512,Route A,WH3,5.8,118,Traffic,2023-04-03
513,Route B,WH4,4.9,0,,2023-04-03
514,Route A,WH1,5.0,71,Traffic,2023-04-03
515,Route B,WH1,3.5,10,Staff Shortage,2023-04-03
516,Route B,WH4,3.9,65,Weather,2023-04-04
517,Route D,WH3,3.2,52,Weather,2023-04-04
518,Route C,WH2,7.3,0,,2023-04-04
519,Route D,WH3,3.6,63,Staff Shortage,2023-04-05
520,Route A,WH1,4.1,116,Accident,2023-04-05
521,Route A,WH1,4.7,83,Traffic,2023-04-05
522,Route E,WH4,7.7,117,Accident,2023-04-05
523,Route D,WH1,5.6,73,Staff Shortage,2023-04-05
524,Route E,WH4,4.9,40,Traffic,2023-04-05
525,Route A,WH3,7.0,10,Staff Shortage,2023-04-06
526,Route E,WH3,7.1,89,Traffic,2023-04-06
527,Route A,WH2,7.6,109,Accident,2023-04-06
528,Route B,WH1,5.6,23,Accident,2023-04-06
529,Route A,WH3,7.1,17,Mechanical Issue,2023-04-06
530,Route C,WH1,3.9,92,Accident,2023-04-06
531,Route B,WH3,6.4,15,Accident,2023-04-06
532,Route A,WH4,3.1,65,Traffic,2023-04-06
533,Route A,WH4,8.0,44,Traffic,2023-04-07
534,Route E,WH3,5.2,42,Mechanical Issue,2023-04-07
535,Route A,WH2,5.0,85,Accident,2023-04-07
536,Route D,WH3,3.2,0,,2023-04-07
537,Route D,WH1,5.6,12,Mechanical Issue,2023-04-07
538,Route B,WH3,7.3,100,Traffic,2023-04-07
539,Route D,WH4,4.7,45,Traffic,2023-04-07
540,Route E,WH3,4.8,93,Weather,2023-04-08
541,Route D,WH4,3.3,54,Traffic,2023-04-08
542,Route B,WH4,4.0,27,Mechanical Issue,2023-04-08
543,Route C,WH1,7.4,46,Accident,2023-04-08
544,Route B,WH1,6.4,78,Traffic,2023-04-08
545,Route A,WH3,7.8,67,Weather,2023-04-08
546,Route A,WH1,3.9,23,Traffic,2023-04-08
547,Route B,WH2,4.9,75,Traffic,2023-04-08
548,Route C,WH2,3.1,40,Weather,2023-04-09
549,Route A,WH2,5.1,47,Mechanical Issue,2023-04-09
550,Route A,WH4,6.3,0,,2023-04-09
551,Route B,WH4,3.2,0,,2023-04-09
552,Route E,WH4,3.2,44,Accident,2023-04-09
553,Route D,WH1,7.7,10,Weather,2023-04-09
554,Route A,WH1,7.3,91,Accident,2023-04-10
555,Route E,WH1,7.1,111,Traffic,2023-04-10
556,Route C,WH3,6.0,54,Traffic,2023-04-10
557,Route B,WH3,6.0,10,Staff Shortage,2023-04-11
558,Route B,WH2,3.4,107,Traffic,2023-04-11
559,Route E,WH2,3.2,116,Staff Shortage,2023-04-11
560,Route E,WH2,3.3,8,Traffic,2023-04-11
561,Route D,WH2,3.7,109,Staff Shortage,2023-04-12
562,Route D,WH1,7.4,0,,2023-04-12
563,Route E,WH3,7.4,80,Traffic,2023-04-12
564,Route C,WH1,5.5,25,Staff Shortage,2023-04-12
565,Route B,WH1,7.3,0,,2023-04-12
566,Route A,WH3,6.3,88,Weather,2023-04-12
567,Route A,WH2,7.0,5,Mechanical Issue,2023-04-13
568,Route E,WH3,5.0,94,Staff Shortage,2023-04-13
569,Route E,WH4,5.8,37,Traffic,2023-04-13
570,Route D,WH4,5.7,104,Weather,2023-04-13
571,Route A,WH3,3.0,88,Accident,2023-04-13
572,Route B,WH2,3.9,115,Staff Shortage,2023-04-13
573,Route C,WH1,7.3,103,Accident,2023-04-13
574,Route B,WH2,7.3,62,Weather,2023-04-13
575,Route B,WH1,4.2,33,Weather,2023-04-14
576,Route E,WH2,6.1,0,,2023-04-14
577,Route C,WH3,5.4,104,Staff Shortage,2023-04-14
578,Route C,WH1,7.7,0,,2023-04-14
579,Route E,WH3,5.5,0,,2023-04-14
580,Route E,WH1,6.3,37,Staff Shortage,2023-04-14
581,Route E,WH4,3.7,67,Mechanical Issue,2023-04-14
582,Route E,WH1,7.4,80,Accident,2023-04-14
583,Route C,WH1,3.7,92,Mechanical Issue,2023-04-15
584,Route B,WH2,5.5,107,Mechanical Issue,2023-04-15
585,Route B,WH2,3.7,41,Accident,2023-04-15
586,Route D,WH3,6.0,25,Traffic,2023-04-15
587,Route E,WH2,5.9,79,Mechanical Issue,2023-04-15
588,Route C,WH2,5.4,110,Accident,2023-04-15
589,Route D,WH2,4.6,102,Mechanical Issue,2023-04-15
590,Route C,WH4,6.1,53,Weather,2023-04-16
591,Route C,WH4,5.9,74,Staff Shortage,2023-04-16
592,Route A,WH3,6.3,116,Accident,2023-04-16
593,Route A,WH3,3.1,64,Mechanical Issue,2023-04-17
594,Route B,WH4,5.6,75,Weather,2023-04-17
595,Route E,WH1,5.2,77,Staff Shortage,2023-04-17
596,Route E,WH1,6.9,0,,2023-04-17
597,Route A,WH1,7.0,29,Mechanical Issue,2023-04-18
598,Route D,WH2,3.4,61,Traffic,2023-04-18
599,Route D,WH1,4.8,94,Accident,2023-04-18
600,Route E,WH1,4.9,23,Weather,2023-04-18
601,Route E,WH2,4.9,0,,2023-04-18
602,Route A,WH1,7.5,96,Mechanical Issue,2023-04-18
603,Route B,WH1,4.8,0,,2023-04-18
604,Route C,WH4,6.8,60,Weather,2023-04-19
605,Route D,WH2,3.7,84,Mechanical Issue,2023-04-19
606,Route B,WH4,6.0,63,Traffic,2023-04-19
607,Route B,WH3,3.6,104,Accident,2023-04-19
608,Route B,WH3,7.3,89,Mechanical Issue,2023-04-20
609,Route C,WH3,5.5,0,,2023-04-20
610,Route B,WH4,7.4,33,Staff Shortage,2023-04-20
611,Route C,WH4,6.5,83,Traffic,2023-04-21
612,Route B,WH3,7.7,101,Mechanical Issue,2023-04-21
613,Route A,WH4,3.3,109,Accident,2023-04-21
614,Route B,WH1,3.8,63,Staff Shortage,2023-04-22
615,Route C,WH2,5.9,32,Weather,2023-04-22
616,Route A,WH1,5.3,108,Staff Shortage,2023-04-22
617,Route E,WH4,6.0,77,Accident,2023-04-22
618,Route B,WH3,4.9,41,Mechanical Issue,2023-04-22
619,Route B,WH4,4.5,72,Staff Shortage,2023-04-23
620,Route B,WH4,7.9,58,Staff Shortage,2023-04-23
621,Route C,WH3,3.9,113,Accident,2023-04-23
622,Route A,WH3,4.7,5,Weather,2023-04-23
623,Route B,WH2,6.1,29,Weather,2023-04-23
624,Route E,WH4,7.7,0,,2023-04-23
625,Route A,WH4,3.6,10,Traffic,2023-04-23
626,Route B,WH3,7.3,9,Mechanical Issue,2023-04-23
627,Route C,WH2,3.2,101,Accident,2023-04-24
628,Route D,WH1,4.9,31,Staff Shortage,2023-04-24
629,Route C,WH3,7.6,39,Weather,2023-04-24
630,Route E,WH2,7.9,89,Mechanical Issue,2023-04-24
631,Route C,WH1,4.3,87,Mechanical Issue,2023-04-24
632,Route B,WH1,4.0,0,,2023-04-24
633,Route D,WH3,3.1,51,Accident,2023-04-25
634,Route C,WH2,5.9,106,Staff Shortage,2023-04-25
635,Route C,WH1,4.0,77,Weather,2023-04-25
636,Route D,WH2,7.7,75,Accident,2023-04-25
637,Route B,WH1,4.7,88,Weather,2023-04-25
638,Route A,WH4,7.9,64,Staff Shortage,2023-04-25
639,Route E,WH3,4.9,26,Staff Shortage,2023-04-25
640,Route C,WH3,5.1,88,Mechanical Issue,2023-04-25
641,Route D,WH1,5.5,66,Mechanical Issue,2023-04-26
642,Route A,WH4,3.9,74,Accident,2023-04-26
643,Route B,WH2,5.6,114,Staff Shortage,2023-04-26
644,Route E,WH3,7.7,101,Accident,2023-04-26
645,Route A,WH2,4.8,52,Mechanical Issue,2023-04-26
646,Route D,WH3,6.2,26,Mechanical Issue,2023-04-26
647,Route B,WH2,6.0,92,Mechanical Issue,2023-04-26
648,Route A,WH4,4.2,0,,2023-04-26
649,Route E,WH4,5.1,54,Accident,2023-04-27
650,Route E,WH1,8.0,73,Staff Shortage,2023-04-27
651,Route E,WH3,4.1,0,,2023-04-27
652,Route B,WH3,7.1,105,Weather,2023-04-27
653,Route A,WH3,7.1,19,Accident,2023-04-27
654,Route A,WH1,3.8,61,Mechanical Issue,2023-04-28
655,Route D,WH4,7.4,18,Accident,2023-04-28
656,Route B,WH1,6.4,47,Mechanical Issue,2023-04-28
657,Route D,WH3,6.5,0,,2023-04-28
658,Route C,WH3,4.8,0,,2023-04-28
659,Route C,WH2,6.2,0,,2023-04-28
660,Route A,WH4,5.5,64,Traffic,2023-04-28
661,Route E,WH4,7.3,73,Staff Shortage,2023-04-29
662,Route A,WH2,6.6,17,Accident,2023-04-29
663,Route D,WH3,7.3,0,,2023-04-29
664,Route E,WH4,7.5,65,Traffic,2023-04-29
665,Route D,WH2,7.8,92,Weather,2023-04-30
666,Route B,WH2,6.0,116,Mechanical Issue,2023-04-30
667,Route E,WH2,4.2,23,Weather,2023-04-30
668,Route A,WH4,6.9,14,Weather,2023-04-30
669,Route A,WH2,5.7,100,Traffic,2023-04-30
670,Route D,WH4,3.9,0,,2023-05-01
671,Route A,WH2,7.3,75,Weather,2023-05-01
672,Route C,WH1,3.1,54,Accident,2023-05-01
673,Route E,WH4,5.8,63,Weather,2023-05-01
674,Route A,WH1,5.6,0,,2023-05-01
675,Route B,WH1,3.3,21,Traffic,2023-05-02
676,Route B,WH3,4.4,0,,2023-05-02
677,Route E,WH1,6.5,37,Accident,2023-05-02
678,Route A,WH3,3.2,23,Traffic,2023-05-02
679,Route B,WH1,4.4,9,Staff Shortage,2023-05-02
680,Route B,WH4,6.5,64,Mechanical Issue,2023-05-02
681,Route D,WH3,6.9,0,,2023-05-02
682,Route C,WH3,7.1,115,Mechanical Issue,2023-05-02
683,Route E,WH1,5.2,104,Staff Shortage,2023-05-03
684,Route C,WH2,6.5,97,Staff Shortage,2023-05-03
685,Route A,WH1,6.2,120,Traffic,2023-05-03
686,Route C,WH1,7.0,69,Weather,2023-05-04
687,Route C,WH4,3.8,17,Weather,2023-05-04
688,Route B,WH3,3.6,38,Weather,2023-05-04
689,Route B,WH2,6.8,56,Mechanical Issue,2023-05-04
690,Route C,WH2,6.4,35,Mechanical Issue,2023-05-04
691,Route C,WH3,7.8,118,Mechanical Issue,2023-05-04
692,Route A,WH2,6.1,26,Weather,2023-05-04
693,Route A,WH1,7.2,85,Accident,2023-05-05
694,Route A,WH2,6.4,39,Accident,2023-05-05
695,Route C,WH3,3.1,32,Staff Shortage,2023-05-05
696,Route B,WH3,5.0,28,Mechanical Issue,2023-05-05
697,Route C,WH1,3.4,57,Staff Shortage,2023-05-05
698,Route D,WH2,6.9,0,,2023-05-05
699,Route A,WH3,6.7,42,Traffic,2023-05-05
700,Route B,WH2,3.5,0,,2023-05-05
701,Route E,WH2,7.7,64,Traffic,2023-05-06
702,Route B,WH2,5.7,41,Staff Shortage,2023-05-06
703,Route A,WH1,3.8,16,Traffic,2023-05-06
704,Route D,WH4,7.3,16,Accident,2023-05-06
705,Route C,WH4,7.3,113,Traffic,2023-05-07
706,Route C,WH4,4.1,92,Weather,2023-05-07
707,Route D,WH1,4.2,108,Accident,2023-05-07
708,Route D,WH1,4.9,0,,2023-05-07
709,Route B,WH2,6.4,91,Mechanical Issue,2023-05-07
710,Route C,WH2,4.6,93,Staff Shortage,2023-05-07
711,Route A,WH4,3.8,0,,2023-05-07
712,Route A,WH3,5.9,48,Traffic,2023-05-07
713,Route D,WH4,6.3,112,Traffic,2023-05-08
714,Route A,WH1,4.2,60,Staff Shortage,2023-05-08
715,Route D,WH3,8.0,62,Accident,2023-05-08
716,Route D,WH4,3.7,89,Mechanical Issue,2023-05-08
717,Route B,WH1,5.5,21,Staff Shortage,2023-05-08
718,Route E,WH1,4.5,70,Accident,2023-05-08
719,Route C,WH2,3.3,0,,2023-05-08
720,Route E,WH2,6.1,0,,2023-05-09
721,Route D,WH3,5.7,107,Traffic,2023-05-09
722,Route A,WH3,5.6,12,Weather,2023-05-09
723,Route C,WH3,3.7,100,Staff Shortage,2023-05-10
724,Route D,WH3,6.4,66,Staff Shortage,2023-05-10
725,Route D,WH1,5.4,65,Staff Shortage,2023-05-10
726,Route D,WH3,4.3,119,Mechanical Issue,2023-05-10
727,Route A,WH3,5.4,0,,2023-05-10
728,Route D,WH1,7.8,6,Accident,2023-05-10
729,Route B,WH3,5.3,0,,2023-05-10
730,Route B,WH2,6.3,87,Weather,2023-05-11
731,Route E,WH1,3.7,111,Traffic,2023-05-11
732,Route E,WH2,7.5,119,Weather,2023-05-11
733,Route A,WH4,5.3,0,,2023-05-11
734,Route C,WH2,6.2,24,Staff Shortage,2023-05-11
735,Route A,WH1,4.8,119,Staff Shortage,2023-05-11
736,Route D,WH2,5.6,90,Accident,2023-05-11
737,Route D,WH2,5.5,58,Traffic,2023-05-11
738,Route C,WH2,5.8,29,Accident,2023-05-12
739,Route C,WH1,6.5,83,Staff Shortage,2023-05-12
740,Route B,WH1,4.1,118,Traffic,2023-05-12
741,Route C,WH4,4.1,13,Accident,2023-05-12
742,Route D,WH3,6.0,0,,2023-05-12
743,Route A,WH2,7.7,52,Weather,2023-05-13
744,Route A,WH2,7.4,56,Accident,2023-05-13
745,Route D,WH1,5.0,98,Traffic,2023-05-13
746,Route E,WH2,7.4,36,Mechanical Issue,2023-05-13
747,Route C,WH4,5.0,20,Staff Shortage,2023-05-14
748,Route E,WH4,3.7,82,Traffic,2023-05-14
749,Route C,WH4,7.9,21,Accident,2023-05-14
750,Route E,WH2,3.7,36,Accident,2023-05-14
751,Route E,WH4,7.7,0,,2023-05-14
752,Route B,WH3,5.4,0,,2023-05-14
753,Route B,WH2,4.9,0,,2023-05-14
754,Route B,WH2,6.8,55,Mechanical Issue,2023-05-15
755,Route B,WH3,7.4,87,Accident,2023-05-15
756,Route C,WH1,8.0,73,Accident,2023-05-15
757,Route B,WH3,3.5,107,Mechanical Issue,2023-05-15
758,Route C,WH3,6.1,32,Traffic,2023-05-15
759,Route E,WH3,7.3,80,Traffic,2023-05-16
760,Route A,WH2,5.1,15,Staff Shortage,2023-05-16
761,Route C,WH4,7.4,15,Traffic,2023-05-16
762,Route C,WH1,5.6,0,,2023-05-16
763,Route D,WH1,4.9,115,Weather,2023-05-16
764,Route E,WH3,5.3,47,Staff Shortage,2023-05-17
765,Route B,WH4,7.0,89,Accident,2023-05-17
766,Route D,WH4,7.4,57,Traffic,2023-05-17
767,Route B,WH3,4.2,13,Staff Shortage,2023-05-17
768,Route D,WH4,3.9,95,Traffic,2023-05-17
769,Route E,WH4,4.4,0,,2023-05-17
770,Route A,WH2,8.0,83,Weather,2023-05-17
771,Route B,WH1,5.9,7,Mechanical Issue,2023-05-17
772,Route B,WH4,3.4,117,Mechanical Issue,2023-05-18
773,Route A,WH2,6.7,72,Weather,2023-05-18
774,Route B,WH4,6.3,84,Traffic,2023-05-18
775,Route B,WH2,5.6,107,Staff Shortage,2023-05-18
776,Route B,WH2,7.3,112,Accident,2023-05-18
777,Route D,WH1,6.9,29,Accident,2023-05-18
778,Route E,WH4,4.8,89,Mechanical Issue,2023-05-19
779,Route A,WH1,7.1,34,Weather,2023-05-19
780,Route D,WH3,5.1,0,,2023-05-19
781,Route A,WH4,7.3,23,Traffic,2023-05-19
782,Route E,WH4,3.6,31,Weather,2023-05-19
783,Route D,WH1,7.2,30,Staff Shortage,2023-05-19
784,Route C,WH2,4.2,0,,2023-05-19
785,Route C,WH2,3.9,87,Accident,2023-05-19
786,Route E,WH4,5.0,97,Mechanical Issue,2023-05-20
787,Route A,WH4,3.6,40,Traffic,2023-05-20
788,Route C,WH1,4.2,0,,2023-05-20
789,Route E,WH3,3.9,81,Mechanical Issue,2023-05-20
790,Route A,WH2,6.0,118,Staff Shortage,2023-05-20
791,Route B,WH4,4.0,62,Traffic,2023-05-20
792,Route C,WH1,5.4,13,Staff Shortage,2023-05-20
793,Route B,WH3,4.9,19,Traffic,2023-05-20
794,Route C,WH4,6.8,102,Accident,2023-05-21
795,Route D,WH3,7.1,95,Staff Shortage,2023-05-21
796,Route C,WH2,6.0,108,Accident,2023-05-21
797,Route B,WH4,3.3,22,Weather,2023-05-21
798,Route C,WH1,5.5,42,Mechanical Issue,2023-05-21
799,Route B,WH3,6.7,63,Staff Shortage,2023-05-21
800,Route C,WH1,3.3,59,Weather,2023-05-21
801,Route C,WH1,3.6,8,Accident,2023-05-22
802,Route D,WH1,7.2,90,Mechanical Issue,2023-05-22
803,Route A,WH4,3.7,0,,2023-05-22
804,Route A,WH2,5.2,39,Mechanical Issue,2023-05-23
805,Route E,WH4,6.5,97,Mechanical Issue,2023-05-23
806,Route E,WH2,6.9,8,Staff Shortage,2023-05-23
807,Route C,WH4,4.1,8,Weather,2023-05-23
808,Route A,WH1,7.6,68,Weather,2023-05-23
809,Route C,WH3,6.9,0,,2023-05-23
810,Route C,WH2,5.6,0,,2023-05-23
811,Route C,WH2,4.2,96,Accident,2023-05-23
812,Route D,WH4,6.9,44,Accident,2023-05-24
813,Route B,WH1,4.1,93,Traffic,2023-05-24
814,Route D,WH2,7.2,100,Weather,2023-05-24
815,Route B,WH4,4.3,112,Weather,2023-05-24
816,Route E,WH1,6.0,0,,2023-05-24
817,Route A,WH1,7.9,63,Mechanical Issue,2023-05-24
818,Route C,WH1,6.8,0,,2023-05-25
819,Route C,WH1,5.3,95,Staff Shortage,2023-05-25
820,Route E,WH3,3.3,77,Staff Shortage,2023-05-25
821,Route C,WH4,6.2,87,Traffic,2023-05-25
822,Route A,WH4,5.2,110,Mechanical Issue,2023-05-25
823,Route B,WH4,7.6,58,Traffic,2023-05-25
824,Route C,WH2,4.9,28,Accident,2023-05-26
825,Route D,WH4,3.8,0,,2023-05-26
826,Route E,WH2,5.7,112,Mechanical Issue,2023-05-26
827,Route B,WH3,6.7,17,Weather,2023-05-26
828,Route B,WH4,5.7,0,,2023-05-26
829,Route E,WH1,7.0,68,Staff Shortage,2023-05-26
830,Route E,WH3,3.9,37,Staff Shortage,2023-05-26
831,Route A,WH3,3.3,70,Accident,2023-05-27
832,Route A,WH2,3.9,81,Accident,2023-05-27
833,Route C,WH2,6.3,43,Traffic,2023-05-27
834,Route A,WH3,4.9,119,Accident,2023-05-27
835,Route E,WH1,6.6,22,Staff Shortage,2023-05-28
836,Route D,WH2,3.8,6,Weather,2023-05-28
837,Route C,WH4,7.8,0,,2023-05-28
838,Route E,WH1,5.4,73,Accident,2023-05-28
839,Route A,WH2,6.1,34,Weather,2023-05-28
840,Route E,WH3,4.8,32,Mechanical Issue,2023-05-28
841,Route D,WH4,7.4,91,Mechanical Issue,2023-05-29
842,Route C,WH3,6.4,0,,2023-05-29
843,Route D,WH1,3.9,30,Staff Shortage,2023-05-29
844,Route D,WH1,3.4,66,Accident,2023-05-29
845,Route B,WH1,3.0,80,Staff Shortage,2023-05-29
846,Route D,WH1,4.9,52,Traffic,2023-05-30
847,Route A,WH1,6.2,84,Weather,2023-05-30
848,Route D,WH4,4.6,86,Mechanical Issue,2023-05-30
849,Route C,WH3,3.1,110,Traffic,2023-05-30
850,Route E,WH2,4.0,103,Accident,2023-05-30
851,Route A,WH3,7.6,19,Mechanical Issue,2023-05-30
852,Route E,WH1,3.3,18,Staff Shortage,2023-05-30
853,Route D,WH1,4.4,18,Staff Shortage,2023-05-30
854,Route C,WH1,4.8,35,Traffic,2023-05-31
855,Route B,WH2,4.5,20,Staff Shortage,2023-05-31
856,Route B,WH3,7.3,106,Weather,2023-05-31
857,Route B,WH1,5.6,0,,2023-05-31
858,Route D,WH2,5.3,43,Accident,2023-05-31
859,Route C,WH1,3.6,72,Accident,2023-06-01
860,Route E,WH2,7.5,68,Traffic,2023-06-01
861,Route E,WH3,7.8,98,Weather,2023-06-01
862,Route C,WH3,7.6,86,Mechanical Issue,2023-06-01
863,Route B,WH1,3.6,0,,2023-06-01
864,Route A,WH1,6.3,43,Staff Shortage,2023-06-02
865,Route D,WH3,5.5,99,Traffic,2023-06-02
866,Route C,WH3,4.1,36,Mechanical Issue,2023-06-02
867,Route B,WH1,5.7,0,,2023-06-02
868,Route C,WH4,4.0,98,Staff Shortage,2023-06-02
869,Route C,WH1,5.9,11,Weather,2023-06-02
870,Route B,WH1,7.4,69,Accident,2023-06-02
871,Route C,WH4,6.4,38,Weather,2023-06-02
872,Route E,WH1,7.1,119,Weather,2023-06-03
873,Route A,WH2,4.2,0,,2023-06-03
874,Route E,WH3,5.7,98,Weather,2023-06-03
875,Route A,WH1,4.9,86,Weather,2023-06-03
876,Route B,WH2,3.7,94,Accident,2023-06-03
877,Route C,WH2,3.1,58,Weather,2023-06-03
878,Route E,WH2,7.4,95,Weather,2023-06-04
879,Route C,WH2,4.6,74,Traffic,2023-06-04
880,Route C,WH4,7.9,45,Weather,2023-06-04
881,Route A,WH1,5.2,74,Traffic,2023-06-05
882,Route A,WH1,5.4,30,Staff Shortage,2023-06-05
883,Route A,WH2,5.0,18,Mechanical Issue,2023-06-05
884,Route C,WH3,7.2,0,,2023-06-05
885,Route A,WH2,3.3,91,Mechanical Issue,2023-06-05
886,Route A,WH2,7.6,0,,2023-06-05
887,Route C,WH4,5.3,117,Weather,2023-06-05
888,Route B,WH3,7.0,39,Weather,2023-06-05
889,Route E,WH4,4.5,0,,2023-06-06
890,Route D,WH3,4.0,19,Staff Shortage,2023-06-06
891,Route C,WH4,6.4,105,Mechanical Issue,2023-06-06
892,Route C,WH3,5.9,80,Mechanical Issue,2023-06-06
893,Route D,WH4,3.1,41,Mechanical Issue,2023-06-06
894,Route A,WH4,3.2,65,Traffic,2023-06-07
895,Route A,WH2,6.9,24,Weather,2023-06-07
896,Route C,WH2,7.4,0,,2023-06-07
897,Route A,WH3,5.2,31,Mechanical Issue,2023-06-08
898,Route B,WH4,4.0,96,Staff Shortage,2023-06-08
899,Route A,WH2,4.0,112,Staff Shortage,2023-06-08
900,Route C,WH1,3.7,17,Mechanical Issue,2023-06-08
901,Route B,WH2,6.5,37,Traffic,2023-06-08
902,Route C,WH2,5.8,96,Mechanical Issue,2023-06-09
903,Route E,WH1,5.0,5,Accident,2023-06-09
904,Route A,WH2,4.9,0,,2023-06-09
905,Route D,WH3,3.2,74,Mechanical Issue,2023-06-09
906,Route C,WH4,7.2,0,,2023-06-09
907,Route E,WH4,5.0,102,Staff Shortage,2023-06-09
908,Route A,WH4,6.2,44,Weather,2023-06-09
909,Route E,WH2,5.9,113,Accident,2023-06-10
910,Route A,WH2,6.9,26,Staff Shortage,2023-06-10
911,Route A,WH3,5.0,102,Staff Shortage,2023-06-10
912,Route C,WH1,6.1,84,Weather,2023-06-10
913,Route C,WH2,3.7,0,,2023-06-10
914,Route E,WH1,7.9,77,Accident,2023-06-10
915,Route B,WH4,7.3,29,Staff Shortage,2023-06-10
916,Route E,WH2,7.3,89,Accident,2023-06-11
917,Route C,WH4,6.1,117,Traffic,2023-06-11
918,Route B,WH1,5.7,71,Mechanical Issue,2023-06-11
919,Route C,WH4,3.7,9,Traffic,2023-06-11
920,Route E,WH2,5.9,42,Staff Shortage,2023-06-11
921,Route E,WH4,4.8,112,Mechanical Issue,2023-06-11
922,Route D,WH1,4.5,105,Mechanical Issue,2023-06-12
923,Route E,WH1,5.4,72,Weather,2023-06-12
924,Route A,WH3,5.4,61,Staff Shortage,2023-06-12
925,Route B,WH2,4.8,0,,2023-06-13
926,Route A,WH1,6.3,70,Staff Shortage,2023-06-13
927,Route D,WH3,6.8,17,Mechanical Issue,2023-06-13
928,Route B,WH1,3.9,13,Traffic,2023-06-13
929,Route B,WH1,7.9,22,Mechanical Issue,2023-06-14
930,Route E,WH3,3.6,0,,2023-06-14
931,Route D,WH4,6.2,116,Accident,2023-06-14
932,Route B,WH2,5.8,42,Staff Shortage,2023-06-14
933,Route D,WH3,4.0,13,Accident,2023-06-14
934,Route A,WH1,5.1,116,Traffic,2023-06-14
935,Route A,WH4,5.1,34,Staff Shortage,2023-06-14
936,Route D,WH2,3.3,40,Staff Shortage,2023-06-14
937,Route A,WH2,4.7,95,Staff Shortage,2023-06-15
938,Route D,WH3,5.8,0,,2023-06-15
939,Route A,WH1,4.6,81,Weather,2023-06-15
940,Route D,WH4,7.5,54,Staff Shortage,2023-06-16
941,Route E,WH4,6.5,66,Traffic,2023-06-16
942,Route A,WH4,3.6,112,Accident,2023-06-16
943,Route B,WH4,4.4,71,Mechanical Issue,2023-06-16
944,Route E,WH2,4.5,109,Weather,2023-06-16
945,Route D,WH1,6.7,98,Traffic,2023-06-17
946,Route B,WH2,3.9,0,,2023-06-17
947,Route E,WH3,3.9,0,,2023-06-17
948,Route A,WH3,4.9,60,Accident,2023-06-17
949,Route E,WH1,3.0,97,Weather,2023-06-17
950,Route D,WH1,7.7,16,Staff Shortage,2023-06-18
951,Route B,WH1,3.9,91,Weather,2023-06-18
952,Route E,WH2,8.0,74,Staff Shortage,2023-06-18
953,Route A,WH3,7.0,0,,2023-06-18
954,Route D,WH1,7.6,44,Mechanical Issue,2023-06-18
955,Route B,WH2,4.4,0,,2023-06-18
956,Route D,WH3,5.2,107,Weather,2023-06-18
957,Route C,WH4,7.6,7,Staff Shortage,2023-06-18
958,Route D,WH4,7.6,32,Accident,2023-06-19
959,Route E,WH2,5.9,0,,2023-06-19
960,Route B,WH3,3.8,69,Weather,2023-06-19
961,Route D,WH3,4.1,0,,2023-06-19
962,Route E,WH1,5.6,120,Accident,2023-06-19
963,Route C,WH2,4.4,40,Accident,2023-06-19
964,Route B,WH4,6.5,0,,2023-06-19
965,Route D,WH2,7.4,46,Staff Shortage,2023-06-19
966,Route A,WH3,4.8,89,Mechanical Issue,2023-06-20
967,Route D,WH2,3.6,18,Staff Shortage,2023-06-20
968,Route D,WH4,5.9,29,Mechanical Issue,2023-06-20
969,Route D,WH1,8.0,80,Weather,2023-06-20
970,Route B,WH3,4.3,96,Weather,2023-06-20
971,Route C,WH3,6.0,51,Staff Shortage,2023-06-20
972,Route E,WH1,7.3,91,Weather,2023-06-21
973,Route A,WH1,6.7,27,Weather,2023-06-21
974,Route D,WH1,7.2,62,Weather,2023-06-21
975,Route A,WH4,5.7,0,,2023-06-21
976,Route D,WH4,4.2,0,,2023-06-21
977,Route A,WH3,6.0,0,,2023-06-21
978,Route C,WH4,7.9,0,,2023-06-22
979,Route A,WH2,4.6,42,Traffic,2023-06-22
980,Route A,WH1,3.6,38,Weather,2023-06-22
981,Route D,WH2,5.0,0,,2023-06-22
982,Route B,WH4,7.0,21,Staff Shortage,2023-06-22
983,Route A,WH3,4.4,0,,2023-06-22
984,Route A,WH3,4.9,0,,2023-06-22
985,Route E,WH3,6.4,52,Accident,2023-06-22
986,Route C,WH2,6.2,24,Weather,2023-06-23
